id,name,url,contact,description,geoextent,geocoverage_dirty,geocoverage,lead_organisation_name,lead_organisation_category,start_date,active,end_date,environmental_domain,environmental_field,category,social_uptake,policy_uptake,policy_uptake_explanation,policy_relevance,sdg1,sdg2,sdg3,sdg4,sdg5,sdg6,sdg7,sdg8,sdg9,sdg10,sdg11,sdg12,sdg13,sdg14,sdg15,sdg16,sdg17
518,miniMET,http://es.minimet.net/ ,minimet@aemet.es,"we do contribute, from the RasPiMAX initiative, with the definition and building of an air observatories network for schools, Aemet official collaborators, as well as for amateur meteorologists, proposing several automatic weather and air quality station (AWAQS) prototypes, of simple and well-defined construction as technology projects with affordable elements of open hardware and free software.",National,Spain,Spain,"Aemet, Agencia estatal de meteorología",Governmental,2017,Yes,Unknown,Atmospheric,Climate,Monitoring,Large,Yes,"To promote the educational development and citizen science within his scope, becoming the aim of his fifth strategic line, in order to face the research and innovation challenge of the European Union’s HORIZON 2020.",policy implementation or monitoring,0,0,0,1,0,0,0,2,1,2,1,2,1,0,0,2,2
519,Systeme d'Information Regional sur la Faune,"
http://www.sirf.eu/index.php?cont=common&tpl=accueil",This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.," The SIRF project aims to share information about fauna in the Pas-de-Calais region with the general public, so as to improve biodiversity conservation awareness and management. The region and the regional environmental competent authority set up a network of actors in data collection of biodiversity data at regional level. Contains atlases of invertebrates, vertebrates, amphibians and reptiles. (Restricted access to data visualisation and data entry). ",National,France,France,Groupe ornithologique et naturaliste du Nord-Pas-de-Calais,Non-governmental,2009,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,Yes,"Development of management plans to determine patrimonial species, and species of priority conservation interest (by Conservatoire des Espaces Naturels). Supports regional biodiversity data collection and indicator development",Policy implementation or monitoring,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,2,0
520,Les sentinelles de l'environnment ŕ la FRAPNA Rhône,http://www.frapna-rhone.org/Sentinelle.html,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,"Citzen reporting of any environmental issue to support the FRAPNA public interest work (occasional or regular reporting; 350 reports/yr, 160 reporters)",Sub-national,France,France,FRAPNA Fédération Rhône-Alpes de Protection de la Nature,Non-governmental,2009,Yes,Unknown,Cross-cutting,Cross-cutting,Occasional reporting,Large,Yes,Contact relevant governmental services to report the problems.,Early-warning,0,0,0,2,0,2,0,0,2,0,0,1,0,0,2,2,0
534,Fenosfera,http://rerb.oapn.es/fenologia,fenologia@oapn.es,Inhabitants of the Spanish Biosphere Reserves collaborate with scientist to monitor the seasonal changes in the phenology of fauna and flora. Its main objective is to improve public awareness on the impacts of climate change on biodiversity and to promote the main goal of UNESCO Biosphere Reserves: demonstrate a balanced relationship between people and nature,National,Spain,Spain,"Ministry of Ecological Transition
Autonomous Authority for National Parks",Governmental,2015,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,Yes,Improve public awareness on solutions reconciling the conservation of biodiversity with its sustainable use. A governamental body leading a citizen science project can facilitate the implementation of policy uptakes,Policy implementation or monitoring,0,2,2,1,0,0,0,0,2,0,0,0,2,0,1,2,0
535,See it? Say it!,http://www.epa.ie/enforcement/report/seeit/,info@epa.ie,"The See It? Say It!phone application, developed by the EPA, helps to collect and direct your environmental concern to the correct local authority so that they can take action and address it.",National,Ireland,Ireland,EPA Enviromental Protection Agency,Governmental,2013,Yes,Unknown,Cross-cutting,Environmental health,Occasional reporting,Very large,Yes,"The See It? Say It! phone app complements the 24 hour National Environmental Complaints Line (NECL) 1850 365 121 where you can also report issues such as backyard burning, fly tipping, water pollution, odours and littering. The phone line is available 24hrs a day, 7 days a week and all calls are answered by dedicated staff who will pass the reported information to the relevant local authorities.",Early-warning,0,0,1,2,0,0,0,0,2,0,1,2,2,2,2,2,0
536,Dumb Dumpers,https://www.zerowastescotland.org.uk/DumbDumpers,https://www.zerowastescotland.org.uk/content/contact-form,"This campaign used the voice of One Foot in the Grave’s Victor Meldrew, aka actor Richard Wilson, to highlight the dumb behaviour of those that fly-tipped and to encourage people to report incidents to the new national 24/7 hotline that was manned by SEPA.",National,Scotland,United Kingdom of Great Britain and Northern Ireland (the),"Zero Waste Scotland, Keep Scotland Beautiful and SEPA",Governmental,2004,Yes,Unknown,Terrestrial,Waste,Occasional reporting,Very large,Yes,"In Scotland, the main legislation concerning flytipping is the Environmental Protection Act 1990 (EPA 1990), as amended, which prohibits the disposal of waste without the necessary permit. If you see anyone dumping rubbish illegally, call the Dumb Dumpers Stop Line on
0845 2 30 40 90 or visit www.dumbdumpers.org.

If the incident is on-going, is believed to be a hazardous nature or is near a watercourse, the information will be passed to us or Police Scotland as appropriate.",Problem definition,0,0,1,2,0,0,0,0,2,0,1,2,0,0,2,2,0
537,Spot a sparrow,https://birdlifemalta.org/environmental-education/community-projects/spot-sparrow/,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,"We are especially interested in mapping sparrow roosts, where sparrows gather in Autumn and Winter evenings to sleep.",National,Malta,Malta,BirdLife Malta,Non-governmental,2009,No,2014,Terrestrial,"Biodiversity, nature and landscapes",Occasional reporting,Large,No,N/A,policy implementation or monitoring,0,0,2,2,0,0,0,0,2,0,0,0,1,0,1,2,0
538,Enviroza,http://www.enviroza.sk/,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,"Educational CS project run by the Slovak Environment Agency and targeted at schools. Participants (teachers and students) seek out and identify contaminated sites, publish data online and score points for doing so.",National,Slovakia,Slovakia,Slovenská agentúra životného prostredia (SAŽP),Governmental,2013,Yes,Unknown,Cross-cutting,Environmental health,Monitoring,Large,No,N/A,Problem definition,0,0,2,1,0,0,0,0,2,2,1,0,0,0,2,2,0
539,Mückenatlas,https://mueckenatlas.com/about/#about,mueckenatlas@fli.de,"Citizens are asked to collect mosquitoes in their private surroundings, kill them by freezing and send them to the research institutions involved. The submission data directly contribute to mosquito research and public and animal health in Germany.",National,Germany,Germany,"Leibniz Centre for Agricultural Landscape Research (ZALF), Friedrich-Loeffler-Institut (FLI)",Consortium,2012,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Occasional reporting,Very large,Yes,"With the help of the Mückenatlas we were able to detect five invasive species in Germany, the Asian bush mosquito (Aedes japonicus), the Asian tiger mosquito (Aedes albopictus), Aedes koreicus, Culiseta longiareolata and Anopheles petragnani. Furthermore, we encountered several extremely rare native species whose existence has not been demonstrated for decades.",Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,2,0,2,0,1,2,0
540,GroundTruth 2.0,http://gt20.eu/,GT20@un-ihe.org,Ground Truth 2.0 delivers the demonstration and validation of six scaled up citizen observatories in real operational conditions both in the EU and in Africa.,Global,"Netherlands, Belgium, Spain, Sweden, UK, Kenya, Zambya","Netherlands (the), Belgium, Spain, Sweden, United Kingdom of Great Britain and Northern Ireland (the), Kenya, Zambia",The GroundTruth Consortium Partners,Consortium,2016,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,2,2,2,1,0,0,0,0,2,2,2,0,2,0,1,2,0
541,GLOBE Program,https://www.globe.gov/about/overview,help@globe.gov,"The Global Learning and Observations to Benefit the Environment (GLOBE) Program is an international science and education program that provides students and the public worldwide with the opportunity to participate in data collection and the scientific process, and contribute meaningfully to our understanding of the Earth system and global environment. Announced by the U.S. Government on Earth Day in 1994, GLOBE launched its worldwide implementation in 1995.",Global,World,World,GLOBE Implementation Office (GIO),Governmental,1995,Yes,Unknown,Cross-cutting,Cross-cutting,Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,2,2,1,0,0,0,2,2,2,2,2,0,2,2,2,1
542,Rainfall Observers,https://envscot-csportal.org.uk/rainfallobs/,Rainfall@sepa.org.uk,SEPA work in partnership with the Met Office to oversee a network of volunteer rainfall observers spread across Scotland.,National,Scotland,United Kingdom of Great Britain and Northern Ireland (the),"SEPA, Met Office",Governmental,2016,Yes,Unknown,Atmospheric,Water,Monitoring,Large,No,N/A,Policy implementation or monitoring,0,2,2,2,0,1,0,0,2,0,0,0,2,0,0,2,0
543,River Obstacles ,http://www.ucd.ie/reconnect/,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,Mapping river obstacles ,National,Ireland,Ireland,University College Dublin ,Academic,2016,Yes,2019,Freshwater,Water,Monitoring,Large,No,N/A,Policy implementation or monitoring,0,1,2,2,0,1,0,0,2,0,0,0,0,0,1,2,0
544,NUIG Air Quality ,n/a,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,Air quality measurements by school students ,National,Ireland,Ireland,"EPA/ National University of Ireland, Galway ",Academic,2017,Yes,2018,Atmospheric,Air quality,Monitoring,Large,No,Potential to use output develop education package for schools on air quality ,Policy implementation or monitoring,0,2,1,1,0,0,0,0,2,0,2,0,1,0,2,2,2
521,Marine Litter Watch,https://www.eea.europa.eu/themes/water/europes-seas-and-coasts/thematic-assessments/marine-litterwatch,marinelitterwatch@eea.europa.eu,"Litter, plastics in particular, is accumulating in our seas and coasts. Information and data on marine litter is essential for tackling it. The European Environment Agency has developed Marine LitterWatch mobile app to strengthen Europe’s knowledge base and thus provide support to European policy making.",Macro-regional,Europe,Europe,EEA,Governmental,2013,Yes,Unknown,Marine,Waste,Monitoring,Very large,Yes,Designed to support the MSFD,Policy implementation or monitoring,0,0,2,2,0,1,0,0,2,0,2,0,2,1,0,2,0
522,AiREAS,http://www.aireas.com/welcome-to-aireas,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,"Measurement of air quality in cities (PM, No2, O3). Pilot in Eindhoven through intelligent real time measurement system, where anyone can see the status of local air at any time in their direct vicinity (35 Airboxes, 30 of which in permanent spots on lamposts in the city).",Sub-national,Netherlands,Netherlands (the),"Philips, ECN, Axians, University of Utrecht, UT Twente, Municipality of Eiindhoven, Province of Noord-Brabant",Consortium,2012,Yes,Unknown,Terrestrial,Air quality,Monitoring,Large,Yes,Unknown,Policy implementation or monitoring,0,2,1,2,0,0,0,0,2,0,2,0,1,0,2,2,2
523,Aqua,http://aqua.ibercivis.es,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,"In the Aqua project, citizens were invited to take measurements on the pH value and the concentration of chlorine in the water. In this way, it is possible to carry out a mapping of the quality of the water that the inhabitants of a certain area drink.",National,Spain,Spain,Ibercivis,Non-governmental,2016,No,2017,Freshwater,Water,Monitoring,Very Large,No,N/A,Policy evaluation,0,2,2,2,0,1,0,0,2,0,2,0,1,0,2,2,2
524,Pan-European Common Bird Monitoring Survey,https://www.ebcc.info/pecbm.html,EuroMonitoring@birdlife.cz,"The Common Birds Census (CBC) and more
recently, the BTO/JNCC/RSPB Breeding Bird
Survey (BBS) have provided population trends
for common breeding birds in the UK since the
1960s",Macro-regional,Europe,Europe,EBCC,Non-governmental,1980,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very Large,Yes,Farmland Bird Indicator produced by PECBMS used to identify a problem of biodiversity in modern agricultural landscapes,Problem definition,0,2,2,2,0,0,0,0,2,0,2,0,2,0,1,2,2
